state,year,metric,value
Gujarat,2016,Grants in Aid,13218.050000000001
Gujarat,2016,Motor Vehicle Tax,3212.95
Gujarat,2016,Non-Debt Capital Receipts,405.82000000000005
Gujarat,2016,Non-Tax Revenue,13345.66
Gujarat,2016,SGST,0.0
Gujarat,2016,SOTR,64442.71
Gujarat,2016,Sales/Trade Tax,46313.78
Gujarat,2016,Share in Union Taxes,18835.39
Gujarat,2016,Stamps & Registration,5782.93
Gujarat,2016,State Excise,151.53
Gujarat,2016,Total Revenue Receipts,109841.81
Gujarat,2017,Capital: Internal Debt,26862.91
Gujarat,2017,Capital: Loan Recoveries,346.22
Gujarat,2017,Capital: Loans from Centre,89.83
Gujarat,2017,Capital: Misc Receipts,0.0
Gujarat,2017,Capital: Public Debt Receipts,26952.74
Gujarat,2017,FC Grant: Health,
Gujarat,2017,FC Grant: Others,0.0
Gujarat,2017,FC Grant: Revenue Deficit,0.0
Gujarat,2017,FC Grant: Rural Local Bodies,1683.08
Gujarat,2017,FC Grant: SDMF,0.0
Gujarat,2017,FC Grant: SDRF,500.0
Gujarat,2017,FC Grant: Urban Local Bodies,983.77
Gujarat,2017,Grants in Aid,15885.6
Gujarat,2017,Motor Vehicle Tax,3885.44
Gujarat,2017,Non-Debt Capital Receipts,346.22
Gujarat,2017,Non-Tax Revenue,15073.97
Gujarat,2017,SGST,21250.86
Gujarat,2017,SOTR,71549.41
Gujarat,2017,Sales/Trade Tax,29638.89
Gujarat,2017,Share in Union Taxes,20782.29
Gujarat,2017,Stamps & Registration,7254.75
Gujarat,2017,State Excise,84.75
Gujarat,2017,Total Revenue Receipts,123291.27
Gujarat,2018,Capital: Internal Debt,40950.39
Gujarat,2018,Capital: Loan Recoveries,151.37
Gujarat,2018,Capital: Loans from Centre,2195.7
Gujarat,2018,Capital: Misc Receipts,65.0
Gujarat,2018,Capital: Public Debt Receipts,43146.09
Gujarat,2018,FC Grant: Health,
Gujarat,2018,FC Grant: Others,0.0
Gujarat,2018,FC Grant: Revenue Deficit,0.0
Gujarat,2018,FC Grant: Rural Local Bodies,1725.36
Gujarat,2018,FC Grant: SDMF,0.0
Gujarat,2018,FC Grant: SDRF,449.95
Gujarat,2018,FC Grant: Urban Local Bodies,1138.05
Gujarat,2018,Grants in Aid,18992.48
Gujarat,2018,Motor Vehicle Tax,4118.6
Gujarat,2018,Non-Debt Capital Receipts,216.37
Gujarat,2018,Non-Tax Revenue,13416.99
Gujarat,2018,SGST,34888.71
Gujarat,2018,SOTR,80102.74
Gujarat,2018,Sales/Trade Tax,22414.25
Gujarat,2018,Share in Union Taxes,23489.33
Gujarat,2018,Stamps & Registration,7780.77
Gujarat,2018,State Excise,130.59
Gujarat,2018,Total Revenue Receipts,136001.54
Gujarat,2019,Capital: Internal Debt,42693.79
Gujarat,2019,Capital: Loan Recoveries,329.67
Gujarat,2019,Capital: Loans from Centre,797.53
Gujarat,2019,Capital: Misc Receipts,106.36
Gujarat,2019,Capital: Public Debt Receipts,43491.32
Gujarat,2019,FC Grant: Health,
Gujarat,2019,FC Grant: Others,0.0
Gujarat,2019,FC Grant: Revenue Deficit,0.0
Gujarat,2019,FC Grant: Rural Local Bodies,2331.33
Gujarat,2019,FC Grant: SDMF,0.0
Gujarat,2019,FC Grant: SDRF,886.8
Gujarat,2019,FC Grant: Urban Local Bodies,1822.11
Gujarat,2019,Grants in Aid,25500.02
Gujarat,2019,Motor Vehicle Tax,3846.94
Gujarat,2019,Non-Debt Capital Receipts,436.03000000000003
Gujarat,2019,Non-Tax Revenue,18104.15
Gujarat,2019,SGST,34106.67
Gujarat,2019,SOTR,79007.5
Gujarat,2019,Sales/Trade Tax,21071.72
Gujarat,2019,Share in Union Taxes,20232.09
Gujarat,2019,Stamps & Registration,7701.17
Gujarat,2019,State Excise,138.26
Gujarat,2019,Total Revenue Receipts,142843.76
Gujarat,2020,Capital: Internal Debt,47507.82
Gujarat,2020,Capital: Loan Recoveries,155.61
Gujarat,2020,Capital: Loans from Centre,11349.01
Gujarat,2020,Capital: Misc Receipts,9967.85
Gujarat,2020,Capital: Public Debt Receipts,58856.83
Gujarat,2020,FC Grant: Health,
Gujarat,2020,FC Grant: Others,0.0
Gujarat,2020,FC Grant: Revenue Deficit,0.0
Gujarat,2020,FC Grant: Rural Local Bodies,3195.0
Gujarat,2020,FC Grant: SDMF,0.0
Gujarat,2020,FC Grant: SDRF,1324.0
Gujarat,2020,FC Grant: Urban Local Bodies,1153.5
Gujarat,2020,Grants in Aid,27178.29
Gujarat,2020,Motor Vehicle Tax,2981.53
Gujarat,2020,Non-Debt Capital Receipts,10123.460000000001
Gujarat,2020,Non-Tax Revenue,10492.66
Gujarat,2020,SGST,29458.54
Gujarat,2020,SOTR,70266.18
Gujarat,2020,Sales/Trade Tax,18800.34
Gujarat,2020,Share in Union Taxes,20218.53
Gujarat,2020,Stamps & Registration,7390.18
Gujarat,2020,State Excise,133.65
Gujarat,2020,Total Revenue Receipts,128155.66
Gujarat,2021,Capital: Internal Debt,33292.97
Gujarat,2021,Capital: Loan Recoveries,155.34
Gujarat,2021,Capital: Loans from Centre,13675.45
Gujarat,2021,Capital: Misc Receipts,0.0
Gujarat,2021,Capital: Public Debt Receipts,46968.42
Gujarat,2021,FC Grant: Health,629.22
Gujarat,2021,FC Grant: Others,0.0
Gujarat,2021,FC Grant: Revenue Deficit,0.0
Gujarat,2021,FC Grant: Rural Local Bodies,1181.0
Gujarat,2021,FC Grant: SDMF,0.0
Gujarat,2021,FC Grant: SDRF,1059.2
Gujarat,2021,FC Grant: Urban Local Bodies,1133.0
Gujarat,2021,Grants in Aid,24027.59
Gujarat,2021,Motor Vehicle Tax,3888.62
Gujarat,2021,Non-Debt Capital Receipts,155.34
Gujarat,2021,Non-Tax Revenue,14018.26
Gujarat,2021,SGST,43486.98
Gujarat,2021,SOTR,97678.07
Gujarat,2021,Sales/Trade Tax,29044.45
Gujarat,2021,Share in Union Taxes,31105.78
Gujarat,2021,Stamps & Registration,10432.57
Gujarat,2021,State Excise,154.82
Gujarat,2021,Total Revenue Receipts,166829.7
Gujarat,2022,Capital: Internal Debt,46462.67
Gujarat,2022,Capital: Loan Recoveries,254.13
Gujarat,2022,Capital: Loans from Centre,5870.27
Gujarat,2022,Capital: Misc Receipts,0.0
Gujarat,2022,Capital: Public Debt Receipts,52332.94
Gujarat,2022,FC Grant: Health,367.32
Gujarat,2022,FC Grant: Others,0.0
Gujarat,2022,FC Grant: Revenue Deficit,0.0
Gujarat,2022,FC Grant: Rural Local Bodies,3627.0
Gujarat,2022,FC Grant: SDMF,403.8
Gujarat,2022,FC Grant: SDRF,556.0
Gujarat,2022,FC Grant: Urban Local Bodies,350.51
Gujarat,2022,Grants in Aid,23131.13
Gujarat,2022,Motor Vehicle Tax,5001.68
Gujarat,2022,Non-Debt Capital Receipts,254.13
Gujarat,2022,Non-Tax Revenue,18433.61
Gujarat,2022,SGST,52154.23
Gujarat,2022,SOTR,124809.58
Gujarat,2022,Sales/Trade Tax,36983.82
Gujarat,2022,Share in Union Taxes,33034.0
Gujarat,2022,Stamps & Registration,14206.78
Gujarat,2022,State Excise,187.65
Gujarat,2022,Total Revenue Receipts,199408.32
Gujarat,2023,Capital: Internal Debt,34901.49
Gujarat,2023,Capital: Loan Recoveries,1375.57
Gujarat,2023,Capital: Loans from Centre,5490.22
Gujarat,2023,Capital: Misc Receipts,0.0
Gujarat,2023,Capital: Public Debt Receipts,40391.71
Gujarat,2023,Electricity Duty,11513.94
Gujarat,2023,FC Grant: Health,261.9
Gujarat,2023,FC Grant: Others,0.0
Gujarat,2023,FC Grant: Revenue Deficit,0.0
Gujarat,2023,FC Grant: Rural Local Bodies,2473.0
Gujarat,2023,FC Grant: SDMF,139.0
Gujarat,2023,FC Grant: SDRF,1140.0
Gujarat,2023,FC Grant: Urban Local Bodies,1243.99
Gujarat,2023,Grants in Aid,25557.0
Gujarat,2023,Motor Vehicle Tax,5567.62
Gujarat,2023,Non-Debt Capital Receipts,1375.57
Gujarat,2023,Non-Tax Revenue,23707.75
Gujarat,2023,SGST,58009.85
Gujarat,2023,SOTR,134214.35
Gujarat,2023,Sales/Trade Tax,33126.72
Gujarat,2023,Share in Union Taxes,39283.63
Gujarat,2023,Stamps & Registration,15334.02
Gujarat,2023,State Excise,200.3
Gujarat,2023,Total Revenue Receipts,222762.73
Haryana,2013,Capital: Internal Debt,17371.48
Haryana,2013,Capital: Loan Recoveries,261.85
Haryana,2013,Capital: Loans from Centre,341.47
Haryana,2013,Capital: Misc Receipts,9.89
Haryana,2013,Capital: Public Debt Receipts,17712.95
Haryana,2013,Grants in Aid,4127.18
Haryana,2013,Non-Debt Capital Receipts,271.74
Haryana,2013,Non-Tax Revenue,4975.06
Haryana,2013,SOTR,25566.6
Haryana,2013,Share in Union Taxes,3343.24
Haryana,2013,Total Revenue Receipts,38012.08
Haryana,2014,Capital: Internal Debt,18727.99
Haryana,2014,Capital: Loan Recoveries,272.82
Haryana,2014,Capital: Loans from Centre,130.76
Haryana,2014,Capital: Misc Receipts,18.74
Haryana,2014,Capital: Public Debt Receipts,18858.75
Haryana,2014,Grants in Aid,5002.88
Haryana,2014,Motor Vehicle Tax,1191.5
Haryana,2014,Non-Debt Capital Receipts,291.56
Haryana,2014,Non-Tax Revenue,4613.12
Haryana,2014,SGST,0.0
Haryana,2014,SOTR,27634.57
Haryana,2014,Sales/Trade Tax,18993.25
Haryana,2014,Share in Union Taxes,3548.09
Haryana,2014,Stamps & Registration,3108.7
Haryana,2014,State Excise,3470.45
Haryana,2014,Total Revenue Receipts,40798.66
Haryana,2015,Capital: Internal Debt,37901.2
Haryana,2015,Capital: Loan Recoveries,328.28
Haryana,2015,Capital: Loans from Centre,97.23
Haryana,2015,Capital: Misc Receipts,29.98
Haryana,2015,Capital: Public Debt Receipts,37998.43
Haryana,2015,Grants in Aid,6378.76
Haryana,2015,Motor Vehicle Tax,1400.38
Haryana,2015,Non-Debt Capital Receipts,358.26
Haryana,2015,Non-Tax Revenue,4752.48
Haryana,2015,SGST,0.0
Haryana,2015,SOTR,30929.09
Haryana,2015,Sales/Trade Tax,21060.23
Haryana,2015,Share in Union Taxes,5496.22
Haryana,2015,Stamps & Registration,3191.21
Haryana,2015,State Excise,4371.08
Haryana,2015,Total Revenue Receipts,47556.55
Haryana,2016,Capital: Internal Debt,28046.26
Haryana,2016,Capital: Loan Recoveries,973.23
Haryana,2016,Capital: Loans from Centre,123.26
Haryana,2016,Capital: Misc Receipts,26.27
Haryana,2016,Capital: Public Debt Receipts,28169.52
Haryana,2016,Grants in Aid,5677.58
Haryana,2016,Motor Vehicle Tax,1583.06
Haryana,2016,Non-Debt Capital Receipts,999.5
Haryana,2016,Non-Tax Revenue,6196.09
Haryana,2016,SGST,0.0
Haryana,2016,SOTR,34025.68
Haryana,2016,Sales/Trade Tax,23488.41
Haryana,2016,Share in Union Taxes,6597.47
Haryana,2016,Stamps & Registration,3282.63
Haryana,2016,State Excise,4613.13
Haryana,2016,Total Revenue Receipts,52496.82
Haryana,2017,Capital: Internal Debt,21348.75
Haryana,2017,Capital: Loan Recoveries,6340.93
Haryana,2017,Capital: Loans from Centre,141.01
Haryana,2017,Capital: Misc Receipts,39.87
Haryana,2017,Capital: Public Debt Receipts,21489.76
Haryana,2017,FC Grant: Health,0.0
Haryana,2017,FC Grant: Others,0.0
Haryana,2017,FC Grant: Revenue Deficit,0.0
Haryana,2017,FC Grant: Rural Local Bodies,756.98
Haryana,2017,FC Grant: SDMF,0.0
Haryana,2017,FC Grant: SDRF,254.25
Haryana,2017,FC Grant: Urban Local Bodies,305.45
Haryana,2017,Grants in Aid,5185.12
Haryana,2017,Motor Vehicle Tax,2777.57
Haryana,2017,Non-Debt Capital Receipts,6380.8
Haryana,2017,Non-Tax Revenue,9112.85
Haryana,2017,SGST,10833.43
Haryana,2017,SOTR,41099.38
Haryana,2017,Sales/Trade Tax,15608.92
Haryana,2017,Share in Union Taxes,7297.52
Haryana,2017,Stamps & Registration,4192.49
Haryana,2017,State Excise,4966.21
Haryana,2017,Total Revenue Receipts,62694.87
Haryana,2018,Capital: Internal Debt,34140.14
Haryana,2018,Capital: Loan Recoveries,5371.9
Haryana,2018,Capital: Loans from Centre,124.83
Haryana,2018,Capital: Misc Receipts,49.01
Haryana,2018,Capital: Public Debt Receipts,34264.97
Haryana,2018,FC Grant: Health,0.0
Haryana,2018,FC Grant: Others,0.0
Haryana,2018,FC Grant: Revenue Deficit,0.0
Haryana,2018,FC Grant: Rural Local Bodies,775.99
Haryana,2018,FC Grant: SDMF,0.0
Haryana,2018,FC Grant: SDRF,320.4
Haryana,2018,FC Grant: Urban Local Bodies,177.87
Haryana,2018,Grants in Aid,7073.54
Haryana,2018,Motor Vehicle Tax,2908.29
Haryana,2018,Non-Debt Capital Receipts,5420.91
Haryana,2018,Non-Tax Revenue,7975.64
Haryana,2018,SGST,18612.72
Haryana,2018,SOTR,42581.34
Haryana,2018,Sales/Trade Tax,8998.0
Haryana,2018,Share in Union Taxes,8254.6
Haryana,2018,Stamps & Registration,5636.17
Haryana,2018,State Excise,6041.87
Haryana,2018,Total Revenue Receipts,65885.12
Haryana,2019,Capital: Internal Debt,44329.43
Haryana,2019,Capital: Loan Recoveries,5392.63
Haryana,2019,Capital: Loans from Centre,102.39
Haryana,2019,Capital: Misc Receipts,54.01
Haryana,2019,Capital: Public Debt Receipts,44431.82
Haryana,2019,FC Grant: Health,0.0
Haryana,2019,FC Grant: Others,0.0
Haryana,2019,FC Grant: Revenue Deficit,0.0
Haryana,2019,FC Grant: Rural Local Bodies,1048.53
Haryana,2019,FC Grant: SDMF,0.0
Haryana,2019,FC Grant: SDRF,227.1
Haryana,2019,FC Grant: Urban Local Bodies,730.11
Haryana,2019,Grants in Aid,10521.91
Haryana,2019,Motor Vehicle Tax,2915.76
Haryana,2019,Non-Debt Capital Receipts,5446.64
Haryana,2019,Non-Tax Revenue,7399.74
Haryana,2019,SGST,18872.95
Haryana,2019,SOTR,42824.95
Haryana,2019,Sales/Trade Tax,8397.81
Haryana,2019,Share in Union Taxes,7111.53
Haryana,2019,Stamps & Registration,6013.3
Haryana,2019,State Excise,6322.7
Haryana,2019,Total Revenue Receipts,67858.13
Haryana,2020,Capital: Internal Debt,49340.05
Haryana,2020,Capital: Loan Recoveries,431.95
Haryana,2020,Capital: Loans from Centre,4476.68
Haryana,2020,Capital: Misc Receipts,62.96
Haryana,2020,Capital: Public Debt Receipts,53816.73
Haryana,2020,FC Grant: Health,0.0
Haryana,2020,FC Grant: Others,0.0
Haryana,2020,FC Grant: Revenue Deficit,0.0
Haryana,2020,FC Grant: Rural Local Bodies,1264.0
Haryana,2020,FC Grant: SDMF,0.0
Haryana,2020,FC Grant: SDRF,491.0
Haryana,2020,FC Grant: Urban Local Bodies,609.0
Haryana,2020,Grants in Aid,12248.130000000001
Haryana,2020,Motor Vehicle Tax,2495.08
Haryana,2020,Non-Debt Capital Receipts,494.90999999999997
Haryana,2020,Non-Tax Revenue,6961.49
Haryana,2020,SGST,18235.79
Haryana,2020,SOTR,41913.8
Haryana,2020,Sales/Trade Tax,8660.14
Haryana,2020,Share in Union Taxes,6437.59
Haryana,2020,Stamps & Registration,5157.02
Haryana,2020,State Excise,6864.42
Haryana,2020,Total Revenue Receipts,67561.01
Haryana,2021,Capital: Internal Debt,47568.21
Haryana,2021,Capital: Loan Recoveries,500.24
Haryana,2021,Capital: Loans from Centre,7537.39
Haryana,2021,Capital: Misc Receipts,67.15
Haryana,2021,Capital: Public Debt Receipts,55105.6
Haryana,2021,FC Grant: Health,0.0
Haryana,2021,FC Grant: Others,0.0
Haryana,2021,FC Grant: Revenue Deficit,132.0
Haryana,2021,FC Grant: Rural Local Bodies,467.5
Haryana,2021,FC Grant: SDMF,0.0
Haryana,2021,FC Grant: SDRF,392.8
Haryana,2021,FC Grant: Urban Local Bodies,199.75
Haryana,2021,Grants in Aid,7598.24
Haryana,2021,Motor Vehicle Tax,3264.61
Haryana,2021,Non-Debt Capital Receipts,567.39
Haryana,2021,Non-Tax Revenue,7394.130000000001
Haryana,2021,SGST,22922.15
Haryana,2021,SOTR,53377.16
Haryana,2021,Sales/Trade Tax,11220.71
Haryana,2021,Share in Union Taxes,9722.16
Haryana,2021,Stamps & Registration,7598.38
Haryana,2021,State Excise,7933.42
Haryana,2021,Total Revenue Receipts,78091.69
Haryana,2022,Capital: Internal Debt,79378.99
Haryana,2022,Capital: Loan Recoveries,237.75
Haryana,2022,Capital: Loans from Centre,1270.3
Haryana,2022,Capital: Misc Receipts,73.91
Haryana,2022,Capital: Public Debt Receipts,80649.29
Haryana,2022,FC Grant: Health,0.0
Haryana,2022,FC Grant: Others,0.0
Haryana,2022,FC Grant: Revenue Deficit,0.0
Haryana,2022,FC Grant: Rural Local Bodies,660.96
Haryana,2022,FC Grant: SDMF,149.8
Haryana,2022,FC Grant: SDRF,412.8
Haryana,2022,FC Grant: Urban Local Bodies,394.0
Haryana,2022,Grants in Aid,7113.26
Haryana,2022,Motor Vehicle Tax,4231.2
Haryana,2022,Non-Debt Capital Receipts,311.65999999999997
Haryana,2022,Non-Tax Revenue,8742.63
Haryana,2022,SGST,28576.56
Haryana,2022,SOTR,62960.8
Haryana,2022,Sales/Trade Tax,11262.05
Haryana,2022,Share in Union Taxes,10378.0
Haryana,2022,Stamps & Registration,8607.13
Haryana,2022,State Excise,9673.37
Haryana,2022,Total Revenue Receipts,89194.69
Haryana,2023,Capital: Internal Debt,86975.66
Haryana,2023,Capital: Loan Recoveries,301.15
Haryana,2023,Capital: Loans from Centre,1745.16
Haryana,2023,Capital: Misc Receipts,114.83
Haryana,2023,Capital: Public Debt Receipts,88720.82
Haryana,2023,Electricity Duty,424.47
Haryana,2023,FC Grant: Health,0.0
Haryana,2023,FC Grant: Others,0.0
Haryana,2023,FC Grant: Revenue Deficit,0.0
Haryana,2023,FC Grant: Rural Local Bodies,1340.25
Haryana,2023,FC Grant: SDMF,0.0
Haryana,2023,FC Grant: SDRF,433.6
Haryana,2023,FC Grant: Urban Local Bodies,199.48
Haryana,2023,Grants in Aid,8355.37
Haryana,2023,Motor Vehicle Tax,4903.64
Haryana,2023,Non-Debt Capital Receipts,415.97999999999996
Haryana,2023,Non-Tax Revenue,8103.0
Haryana,2023,SGST,33960.03
Haryana,2023,SOTR,72511.12
Haryana,2023,Sales/Trade Tax,11330.56
Haryana,2023,Share in Union Taxes,12345.35
Haryana,2023,Stamps & Registration,10529.29
Haryana,2023,State Excise,11326.48
Haryana,2023,Total Revenue Receipts,101314.84
Himachal Pradesh,2013,Capital: Internal Debt,3991.45
Himachal Pradesh,2013,Capital: Loan Recoveries,16.75
Himachal Pradesh,2013,Capital: Loans from Centre,59.25
Himachal Pradesh,2013,Capital: Misc Receipts,0.0
Himachal Pradesh,2013,Capital: Public Debt Receipts,4050.7
Himachal Pradesh,2013,Grants in Aid,6314.110000000001
Himachal Pradesh,2013,Non-Debt Capital Receipts,16.75
Himachal Pradesh,2013,Non-Tax Revenue,1784.53
Himachal Pradesh,2013,SOTR,5120.9
Himachal Pradesh,2013,Share in Union Taxes,2491.53
Himachal Pradesh,2013,Total Revenue Receipts,15711.07
Himachal Pradesh,2014,Capital: Internal Debt,10751.57
Himachal Pradesh,2014,Capital: Loan Recoveries,40.56
Himachal Pradesh,2014,Capital: Loans from Centre,125.31
Himachal Pradesh,2014,Capital: Misc Receipts,650.0
Himachal Pradesh,2014,Capital: Public Debt Receipts,10876.88
Himachal Pradesh,2014,Grants in Aid,7177.67
Himachal Pradesh,2014,Motor Vehicle Tax,220.1
Himachal Pradesh,2014,Non-Debt Capital Receipts,690.56
Himachal Pradesh,2014,Non-Tax Revenue,2081.45
Himachal Pradesh,2014,SGST,0.0
Himachal Pradesh,2014,SOTR,5940.16
Himachal Pradesh,2014,Sales/Trade Tax,3660.57
Himachal Pradesh,2014,Share in Union Taxes,2644.17
Himachal Pradesh,2014,Stamps & Registration,190.58
Himachal Pradesh,2014,State Excise,1044.14
Himachal Pradesh,2014,Total Revenue Receipts,17843.45
Himachal Pradesh,2015,Capital: Internal Debt,6079.69
Himachal Pradesh,2015,Capital: Loan Recoveries,25.9
Himachal Pradesh,2015,Capital: Loans from Centre,49.52
Himachal Pradesh,2015,Capital: Misc Receipts,0.0
Himachal Pradesh,2015,Capital: Public Debt Receipts,6129.21
Himachal Pradesh,2015,Grants in Aid,11296.349999999999
Himachal Pradesh,2015,Motor Vehicle Tax,317.05
Himachal Pradesh,2015,Non-Debt Capital Receipts,25.9
Himachal Pradesh,2015,Non-Tax Revenue,1837.1399999999999
Himachal Pradesh,2015,SGST,0.0
Himachal Pradesh,2015,SOTR,6695.81
Himachal Pradesh,2015,Sales/Trade Tax,3992.99
Himachal Pradesh,2015,Share in Union Taxes,3611.17
Himachal Pradesh,2015,Stamps & Registration,205.52
Himachal Pradesh,2015,State Excise,1131.22
Himachal Pradesh,2015,Total Revenue Receipts,23440.47
Himachal Pradesh,2016,Capital: Internal Debt,8502.01
Himachal Pradesh,2016,Capital: Loan Recoveries,29.5
Himachal Pradesh,2016,Capital: Loans from Centre,101.3
Himachal Pradesh,2016,Capital: Misc Receipts,0.0
Himachal Pradesh,2016,Capital: Public Debt Receipts,8603.31
Himachal Pradesh,2016,Grants in Aid,13164.35
Himachal Pradesh,2016,Motor Vehicle Tax,279.58
Himachal Pradesh,2016,Non-Debt Capital Receipts,29.5
Himachal Pradesh,2016,Non-Tax Revenue,1717.23
Himachal Pradesh,2016,SGST,0.0
Himachal Pradesh,2016,SOTR,7039.05
Himachal Pradesh,2016,Sales/Trade Tax,4381.91
Himachal Pradesh,2016,Share in Union Taxes,4343.7
Himachal Pradesh,2016,Stamps & Registration,209.16
Himachal Pradesh,2016,State Excise,1307.87
Himachal Pradesh,2016,Total Revenue Receipts,26264.33
Himachal Pradesh,2017,Capital: Internal Debt,5518.4
Himachal Pradesh,2017,Capital: Loan Recoveries,39.61
Himachal Pradesh,2017,Capital: Loans from Centre,81.89
Himachal Pradesh,2017,Capital: Misc Receipts,34.82
Himachal Pradesh,2017,Capital: Public Debt Receipts,5600.29
Himachal Pradesh,2017,FC Grant: Health,0.0
Himachal Pradesh,2017,FC Grant: Others,0.0
Himachal Pradesh,2017,FC Grant: Revenue Deficit,8311.0
Himachal Pradesh,2017,FC Grant: Rural Local Bodies,312.6
Himachal Pradesh,2017,FC Grant: SDMF,0.0
Himachal Pradesh,2017,FC Grant: SDRF,234.0
Himachal Pradesh,2017,FC Grant: Urban Local Bodies,30.98
Himachal Pradesh,2017,Grants in Aid,13094.23
Himachal Pradesh,2017,Motor Vehicle Tax,367.16
Himachal Pradesh,2017,Non-Debt Capital Receipts,74.43
Himachal Pradesh,2017,Non-Tax Revenue,2363.85
Himachal Pradesh,2017,SGST,1833.16
Himachal Pradesh,2017,SOTR,7107.67
Himachal Pradesh,2017,Sales/Trade Tax,2525.87
Himachal Pradesh,2017,Share in Union Taxes,4801.31
Himachal Pradesh,2017,Stamps & Registration,229.18
Himachal Pradesh,2017,State Excise,1311.25
Himachal Pradesh,2017,Total Revenue Receipts,27367.06
Himachal Pradesh,2018,Capital: Internal Debt,6359.99
Himachal Pradesh,2018,Capital: Loan Recoveries,21.83
Himachal Pradesh,2018,Capital: Loans from Centre,67.41
Himachal Pradesh,2018,Capital: Misc Receipts,8.82
Himachal Pradesh,2018,Capital: Public Debt Receipts,6427.4
Himachal Pradesh,2018,FC Grant: Health,0.0
Himachal Pradesh,2018,FC Grant: Others,0.0
Himachal Pradesh,2018,FC Grant: Revenue Deficit,8206.0
Himachal Pradesh,2018,FC Grant: Rural Local Bodies,361.63
Himachal Pradesh,2018,FC Grant: SDMF,0.0
Himachal Pradesh,2018,FC Grant: SDRF,245.7
Himachal Pradesh,2018,FC Grant: Urban Local Bodies,17.92
Himachal Pradesh,2018,Grants in Aid,15117.67
Himachal Pradesh,2018,Motor Vehicle Tax,408.29
Himachal Pradesh,2018,Non-Debt Capital Receipts,30.65
Himachal Pradesh,2018,Non-Tax Revenue,2830.0699999999997
Himachal Pradesh,2018,SGST,3342.68
Himachal Pradesh,2018,SOTR,7572.81
Himachal Pradesh,2018,Sales/Trade Tax,1185.43
Himachal Pradesh,2018,Share in Union Taxes,5429.77
Himachal Pradesh,2018,Stamps & Registration,250.55
Himachal Pradesh,2018,State Excise,1481.63
Himachal Pradesh,2018,Total Revenue Receipts,30950.32
Himachal Pradesh,2019,Capital: Internal Debt,10776.91
Himachal Pradesh,2019,Capital: Loan Recoveries,21.04
Himachal Pradesh,2019,Capital: Loans from Centre,70.48
Himachal Pradesh,2019,Capital: Misc Receipts,2.04
Himachal Pradesh,2019,Capital: Public Debt Receipts,10847.39
Himachal Pradesh,2019,FC Grant: Health,0.0
Himachal Pradesh,2019,FC Grant: Others,0.0
Himachal Pradesh,2019,FC Grant: Revenue Deficit,7865.61
Himachal Pradesh,2019,FC Grant: Rural Local Bodies,488.64
Himachal Pradesh,2019,FC Grant: SDMF,0.0
Himachal Pradesh,2019,FC Grant: SDRF,197.23
Himachal Pradesh,2019,FC Grant: Urban Local Bodies,66.34
Himachal Pradesh,2019,Grants in Aid,15939.52
Himachal Pradesh,2019,Motor Vehicle Tax,465.53
Himachal Pradesh,2019,Non-Debt Capital Receipts,23.08
Himachal Pradesh,2019,Non-Tax Revenue,2501.5
Himachal Pradesh,2019,SGST,3550.34
Himachal Pradesh,2019,SOTR,7623.82
Himachal Pradesh,2019,Sales/Trade Tax,1169.53
Himachal Pradesh,2019,Share in Union Taxes,4677.56
Himachal Pradesh,2019,Stamps & Registration,259.58
Himachal Pradesh,2019,State Excise,1660.02
Himachal Pradesh,2019,Total Revenue Receipts,30742.4
Himachal Pradesh,2020,Capital: Internal Debt,14437.34
Himachal Pradesh,2020,Capital: Loan Recoveries,23.02
Himachal Pradesh,2020,Capital: Loans from Centre,2311.87
Himachal Pradesh,2020,Capital: Misc Receipts,2.88
Himachal Pradesh,2020,Capital: Public Debt Receipts,16749.21
Himachal Pradesh,2020,FC Grant: Health,0.0
Himachal Pradesh,2020,FC Grant: Others,0.0
Himachal Pradesh,2020,FC Grant: Revenue Deficit,11430.85
Himachal Pradesh,2020,FC Grant: Rural Local Bodies,429.0
Himachal Pradesh,2020,FC Grant: SDMF,0.0
Himachal Pradesh,2020,FC Grant: SDRF,409.0
Himachal Pradesh,2020,FC Grant: Urban Local Bodies,155.25
Himachal Pradesh,2020,Grants in Aid,18412.58
Himachal Pradesh,2020,Motor Vehicle Tax,380.2
Himachal Pradesh,2020,Non-Debt Capital Receipts,25.9
Himachal Pradesh,2020,Non-Tax Revenue,2188.46
Himachal Pradesh,2020,SGST,3466.58
Himachal Pradesh,2020,SOTR,8083.31
Himachal Pradesh,2020,Sales/Trade Tax,1630.11
Himachal Pradesh,2020,Share in Union Taxes,4753.92
Himachal Pradesh,2020,Stamps & Registration,253.36
Himachal Pradesh,2020,State Excise,1599.74
Himachal Pradesh,2020,Total Revenue Receipts,33438.27
Himachal Pradesh,2021,Capital: Internal Debt,5747.47
Himachal Pradesh,2021,Capital: Loan Recoveries,40.73
Himachal Pradesh,2021,Capital: Loans from Centre,3587.5
Himachal Pradesh,2021,Capital: Misc Receipts,7.01
Himachal Pradesh,2021,Capital: Public Debt Receipts,9334.97
Himachal Pradesh,2021,FC Grant: Health,0.0
Himachal Pradesh,2021,FC Grant: Others,0.0
Himachal Pradesh,2021,FC Grant: Revenue Deficit,10249.0
Himachal Pradesh,2021,FC Grant: Rural Local Bodies,250.97
Himachal Pradesh,2021,FC Grant: SDMF,81.8
Himachal Pradesh,2021,FC Grant: SDRF,327.2
