state,year,metric,value
Maharashtra,2021,Motor Vehicle Tax,9080.16
Maharashtra,2021,Non-Debt Capital Receipts,1178.88
Maharashtra,2021,Non-Tax Revenue,19306.7
Maharashtra,2021,SGST,97304.89
Maharashtra,2021,SOTR,220927.13
Maharashtra,2021,Sales/Trade Tax,45924.13
Maharashtra,2021,Share in Union Taxes,54318.06
Maharashtra,2021,Stamps & Registration,35593.58
Maharashtra,2021,State Excise,17220.71
Maharashtra,2021,Total Revenue Receipts,333311.57
Maharashtra,2022,Capital: Internal Debt,84466.2
Maharashtra,2022,Capital: Loan Recoveries,642.62
Maharashtra,2022,Capital: Loans from Centre,10235.89
Maharashtra,2022,Capital: Misc Receipts,0.0
Maharashtra,2022,Capital: Public Debt Receipts,94702.09
Maharashtra,2022,FC Grant: Health,0.0
Maharashtra,2022,FC Grant: Others,0.0
Maharashtra,2022,FC Grant: Revenue Deficit,0.0
Maharashtra,2022,FC Grant: Rural Local Bodies,5213.41
Maharashtra,2022,FC Grant: SDMF,0.0
Maharashtra,2022,FC Grant: SDRF,3593.6
Maharashtra,2022,FC Grant: Urban Local Bodies,1161.34
Maharashtra,2022,Grants in Aid,51414.24
Maharashtra,2022,Motor Vehicle Tax,11740.42
Maharashtra,2022,Non-Debt Capital Receipts,642.62
Maharashtra,2022,Non-Tax Revenue,16776.41
Maharashtra,2022,SGST,121255.55
Maharashtra,2022,SOTR,277486.31
Maharashtra,2022,Sales/Trade Tax,54568.18
Maharashtra,2022,Share in Union Taxes,60000.97
Maharashtra,2022,Stamps & Registration,45285.66
Maharashtra,2022,State Excise,21507.02
Maharashtra,2022,Total Revenue Receipts,405677.93
Maharashtra,2023,Capital: Internal Debt,115341.52
Maharashtra,2023,Capital: Loan Recoveries,742.2
Maharashtra,2023,Capital: Loans from Centre,10646.0
Maharashtra,2023,Capital: Misc Receipts,0.0
Maharashtra,2023,Capital: Public Debt Receipts,125987.52
Maharashtra,2023,Electricity Duty,12672.23
Maharashtra,2023,FC Grant: Health,0.0
Maharashtra,2023,FC Grant: Others,0.0
Maharashtra,2023,FC Grant: Revenue Deficit,0.0
Maharashtra,2023,FC Grant: Rural Local Bodies,3707.72
Maharashtra,2023,FC Grant: SDMF,433.8
Maharashtra,2023,FC Grant: SDRF,2841.6
Maharashtra,2023,FC Grant: Urban Local Bodies,1857.51
Maharashtra,2023,Grants in Aid,36045.4
Maharashtra,2023,Motor Vehicle Tax,12969.32
Maharashtra,2023,Non-Debt Capital Receipts,742.2
Maharashtra,2023,Non-Tax Revenue,20857.940000000002
Maharashtra,2023,SGST,141978.59
Maharashtra,2023,SOTR,302343.37
Maharashtra,2023,Sales/Trade Tax,53380.47
Maharashtra,2023,Share in Union Taxes,71349.75
Maharashtra,2023,Stamps & Registration,50824.48
Maharashtra,2023,State Excise,23322.35
Maharashtra,2023,Total Revenue Receipts,430596.46
Manipur,2013,Capital: Internal Debt,657.2
Manipur,2013,Capital: Loan Recoveries,1.23
Manipur,2013,Capital: Loans from Centre,0.0
Manipur,2013,Capital: Misc Receipts,0.0
Manipur,2013,Capital: Public Debt Receipts,657.2
Manipur,2013,Grants in Aid,5110.6
Manipur,2013,Non-Debt Capital Receipts,1.23
Manipur,2013,Non-Tax Revenue,260.67
Manipur,2013,SOTR,472.73
Manipur,2013,Share in Union Taxes,1438.79
Manipur,2013,Total Revenue Receipts,7282.79
Manipur,2014,Capital: Internal Debt,489.4
Manipur,2014,Capital: Loan Recoveries,0.97
Manipur,2014,Capital: Loans from Centre,0.0
Manipur,2014,Capital: Misc Receipts,0.0
Manipur,2014,Capital: Public Debt Receipts,489.4
Manipur,2014,Grants in Aid,5770.820000000001
Manipur,2014,Motor Vehicle Tax,20.77
Manipur,2014,Non-Debt Capital Receipts,0.97
Manipur,2014,Non-Tax Revenue,183.73
Manipur,2014,SGST,0.0
Manipur,2014,SOTR,516.83
Manipur,2014,Sales/Trade Tax,433.33
Manipur,2014,Share in Union Taxes,1526.89
Manipur,2014,Stamps & Registration,7.76
Manipur,2014,State Excise,9.32
Manipur,2014,Total Revenue Receipts,7998.27
Manipur,2015,Capital: Internal Debt,925.79
Manipur,2015,Capital: Loan Recoveries,1.02
Manipur,2015,Capital: Loans from Centre,0.0
Manipur,2015,Capital: Misc Receipts,0.0
Manipur,2015,Capital: Public Debt Receipts,925.79
Manipur,2015,Grants in Aid,4437.759999999999
Manipur,2015,Motor Vehicle Tax,23.29
Manipur,2015,Non-Debt Capital Receipts,1.02
Manipur,2015,Non-Tax Revenue,149.48
Manipur,2015,SGST,0.0
Manipur,2015,SOTR,550.44
Manipur,2015,Sales/Trade Tax,466.51
Manipur,2015,Share in Union Taxes,3142.42
Manipur,2015,Stamps & Registration,10.45
Manipur,2015,State Excise,8.78
Manipur,2015,Total Revenue Receipts,8280.1
Manipur,2016,Capital: Internal Debt,1535.25
Manipur,2016,Capital: Loan Recoveries,1.15
Manipur,2016,Capital: Loans from Centre,16.04
Manipur,2016,Capital: Misc Receipts,0.0
Manipur,2016,Capital: Public Debt Receipts,1551.29
Manipur,2016,Grants in Aid,4620.5199999999995
Manipur,2016,Motor Vehicle Tax,25.04
Manipur,2016,Non-Debt Capital Receipts,1.15
Manipur,2016,Non-Tax Revenue,164.79999999999998
Manipur,2016,SGST,0.0
Manipur,2016,SOTR,586.67
Manipur,2016,Sales/Trade Tax,499.65
Manipur,2016,Share in Union Taxes,3757.13
Manipur,2016,Stamps & Registration,10.03
Manipur,2016,State Excise,9.32
Manipur,2016,Total Revenue Receipts,9129.12
Manipur,2017,Capital: Internal Debt,1286.95
Manipur,2017,Capital: Loan Recoveries,8.02
Manipur,2017,Capital: Loans from Centre,8.96
Manipur,2017,Capital: Misc Receipts,0.0
Manipur,2017,Capital: Public Debt Receipts,1295.91
Manipur,2017,FC Grant: Health,
Manipur,2017,FC Grant: Others,0.0
Manipur,2017,FC Grant: Revenue Deficit,2091.0
Manipur,2017,FC Grant: Rural Local Bodies,106.14
Manipur,2017,FC Grant: SDMF,0.0
Manipur,2017,FC Grant: SDRF,18.9
Manipur,2017,FC Grant: Urban Local Bodies,12.79
Manipur,2017,Grants in Aid,5238.49
Manipur,2017,Motor Vehicle Tax,36.14
Manipur,2017,Non-Debt Capital Receipts,8.02
Manipur,2017,Non-Tax Revenue,174.07000000000002
Manipur,2017,SGST,301.53
Manipur,2017,SOTR,790.94
Manipur,2017,Sales/Trade Tax,385.58
Manipur,2017,Share in Union Taxes,4154.33
Manipur,2017,Stamps & Registration,13.98
Manipur,2017,State Excise,9.37
Manipur,2017,Total Revenue Receipts,10357.83
Manipur,2018,Capital: Internal Debt,3926.54
Manipur,2018,Capital: Loan Recoveries,0.59
Manipur,2018,Capital: Loans from Centre,0.0
Manipur,2018,Capital: Misc Receipts,0.0
Manipur,2018,Capital: Public Debt Receipts,3926.54
Manipur,2018,FC Grant: Health,
Manipur,2018,FC Grant: Others,0.0
Manipur,2018,FC Grant: Revenue Deficit,2042.0
Manipur,2018,FC Grant: Rural Local Bodies,38.38
Manipur,2018,FC Grant: SDMF,0.0
Manipur,2018,FC Grant: SDRF,9.9
Manipur,2018,FC Grant: Urban Local Bodies,12.79
Manipur,2018,Grants in Aid,4650.83
Manipur,2018,Motor Vehicle Tax,39.83
Manipur,2018,Non-Debt Capital Receipts,0.59
Manipur,2018,Non-Tax Revenue,166.24
Manipur,2018,SGST,694.7
Manipur,2018,SOTR,1046.05
Manipur,2018,Sales/Trade Tax,253.02
Manipur,2018,Share in Union Taxes,4698.59
Manipur,2018,Stamps & Registration,17.62
Manipur,2018,State Excise,8.18
Manipur,2018,Total Revenue Receipts,10561.71
Manipur,2019,Capital: Internal Debt,6305.75
Manipur,2019,Capital: Loan Recoveries,0.8
Manipur,2019,Capital: Loans from Centre,7.92
Manipur,2019,Capital: Misc Receipts,0.0
Manipur,2019,Capital: Public Debt Receipts,6313.67
Manipur,2019,FC Grant: Health,
Manipur,2019,FC Grant: Others,0.0
Manipur,2019,FC Grant: Revenue Deficit,1931.9
Manipur,2019,FC Grant: Rural Local Bodies,76.22
Manipur,2019,FC Grant: SDMF,0.0
Manipur,2019,FC Grant: SDRF,30.6
Manipur,2019,FC Grant: Urban Local Bodies,78.41
Manipur,2019,Grants in Aid,5300.74
Manipur,2019,Motor Vehicle Tax,47.7
Manipur,2019,Non-Debt Capital Receipts,0.8
Manipur,2019,Non-Tax Revenue,134.52999999999997
Manipur,2019,SGST,852.58
Manipur,2019,SOTR,1201.12
Manipur,2019,Sales/Trade Tax,235.53
Manipur,2019,Share in Union Taxes,4047.77
Manipur,2019,Stamps & Registration,16.6
Manipur,2019,State Excise,11.6
Manipur,2019,Total Revenue Receipts,10684.16
Manipur,2020,Capital: Internal Debt,8966.68
Manipur,2020,Capital: Loan Recoveries,3.3
Manipur,2020,Capital: Loans from Centre,367.37
Manipur,2020,Capital: Misc Receipts,0.0
Manipur,2020,Capital: Public Debt Receipts,9334.05
Manipur,2020,FC Grant: Health,
Manipur,2020,FC Grant: Others,0.0
Manipur,2020,FC Grant: Revenue Deficit,2823.97
Manipur,2020,FC Grant: Rural Local Bodies,177.0
Manipur,2020,FC Grant: SDMF,0.0
Manipur,2020,FC Grant: SDRF,42.0
Manipur,2020,FC Grant: Urban Local Bodies,42.5
Manipur,2020,Grants in Aid,7268.120000000001
Manipur,2020,Motor Vehicle Tax,37.96
Manipur,2020,Non-Debt Capital Receipts,3.3
Manipur,2020,Non-Tax Revenue,148.07
Manipur,2020,SGST,866.51
Manipur,2020,SOTR,1294.49
Manipur,2020,Sales/Trade Tax,336.45
Manipur,2020,Share in Union Taxes,4271.97
Manipur,2020,Stamps & Registration,8.66
Manipur,2020,State Excise,11.85
Manipur,2020,Total Revenue Receipts,12982.65
Manipur,2021,Capital: Internal Debt,12398.51
Manipur,2021,Capital: Loan Recoveries,2.39
Manipur,2021,Capital: Loans from Centre,253.86
Manipur,2021,Capital: Misc Receipts,0.0
Manipur,2021,Capital: Public Debt Receipts,12652.37
Manipur,2021,FC Grant: Health,42.88
Manipur,2021,FC Grant: Others,0.0
Manipur,2021,FC Grant: Revenue Deficit,2524.0
Manipur,2021,FC Grant: Rural Local Bodies,65.5
Manipur,2021,FC Grant: SDMF,8.4
Manipur,2021,FC Grant: SDRF,33.6
Manipur,2021,FC Grant: Urban Local Bodies,0.0
Manipur,2021,Grants in Aid,6324.719999999999
Manipur,2021,Motor Vehicle Tax,56.67
Manipur,2021,Non-Debt Capital Receipts,2.39
Manipur,2021,Non-Tax Revenue,108.13
Manipur,2021,SGST,1125.56
Manipur,2021,SOTR,1648.5
Manipur,2021,Sales/Trade Tax,411.66
Manipur,2021,Share in Union Taxes,6009.65
Manipur,2021,Stamps & Registration,7.98
Manipur,2021,State Excise,16.0
Manipur,2021,Total Revenue Receipts,14091.0
Manipur,2022,Capital: Internal Debt,10540.31
Manipur,2022,Capital: Loan Recoveries,1.1
Manipur,2022,Capital: Loans from Centre,575.33
Manipur,2022,Capital: Misc Receipts,0.0
Manipur,2022,Capital: Public Debt Receipts,11115.64
Manipur,2022,FC Grant: Health,
Manipur,2022,FC Grant: Others,0.0
Manipur,2022,FC Grant: Revenue Deficit,2310.0
Manipur,2022,FC Grant: Rural Local Bodies,0.0
Manipur,2022,FC Grant: SDMF,0.0
Manipur,2022,FC Grant: SDRF,35.2
Manipur,2022,FC Grant: Urban Local Bodies,42.5
Manipur,2022,Grants in Aid,6772.58
Manipur,2022,Motor Vehicle Tax,83.21
Manipur,2022,Non-Debt Capital Receipts,1.1
Manipur,2022,Non-Tax Revenue,457.59
Manipur,2022,SGST,1426.15
Manipur,2022,SOTR,1867.9
Manipur,2022,Sales/Trade Tax,288.89
Manipur,2022,Share in Union Taxes,6795.08
Manipur,2022,Stamps & Registration,13.95
Manipur,2022,State Excise,19.24
Manipur,2022,Total Revenue Receipts,15893.15
Manipur,2023,Capital: Internal Debt,9159.61
Manipur,2023,Capital: Loan Recoveries,1.08
Manipur,2023,Capital: Loans from Centre,596.24
Manipur,2023,Capital: Misc Receipts,0.0
Manipur,2023,Capital: Public Debt Receipts,9755.85
Manipur,2023,Electricity Duty,0.01
Manipur,2023,FC Grant: Health,
Manipur,2023,FC Grant: Others,0.0
Manipur,2023,FC Grant: Revenue Deficit,2104.0
Manipur,2023,FC Grant: Rural Local Bodies,0.0
Manipur,2023,FC Grant: SDMF,0.0
Manipur,2023,FC Grant: SDRF,18.8
Manipur,2023,FC Grant: Urban Local Bodies,0.0
Manipur,2023,Grants in Aid,5185.96
Manipur,2023,Motor Vehicle Tax,40.54
Manipur,2023,Non-Debt Capital Receipts,1.08
Manipur,2023,Non-Tax Revenue,209.57
Manipur,2023,SGST,1098.77
Manipur,2023,SOTR,1223.5
Manipur,2023,Sales/Trade Tax,24.92
Manipur,2023,Share in Union Taxes,8087.14
Manipur,2023,Stamps & Registration,6.87
Manipur,2023,State Excise,20.36
Manipur,2023,Total Revenue Receipts,14706.17
Meghalaya,2013,Capital: Internal Debt,632.42
Meghalaya,2013,Capital: Loan Recoveries,20.48
Meghalaya,2013,Capital: Loans from Centre,0.09
Meghalaya,2013,Capital: Misc Receipts,0.0
Meghalaya,2013,Capital: Public Debt Receipts,632.51
Meghalaya,2013,Grants in Aid,3417.32
Meghalaya,2013,Non-Debt Capital Receipts,20.48
Meghalaya,2013,Non-Tax Revenue,598.1500000000001
Meghalaya,2013,SOTR,949.3
Meghalaya,2013,Share in Union Taxes,1301.96
Meghalaya,2013,Total Revenue Receipts,6266.73
Meghalaya,2014,Capital: Internal Debt,722.19
Meghalaya,2014,Capital: Loan Recoveries,19.76
Meghalaya,2014,Capital: Loans from Centre,4.77
Meghalaya,2014,Capital: Misc Receipts,0.0
Meghalaya,2014,Capital: Public Debt Receipts,726.96
Meghalaya,2014,Grants in Aid,3764.08
Meghalaya,2014,Motor Vehicle Tax,39.38
Meghalaya,2014,Non-Debt Capital Receipts,19.76
Meghalaya,2014,Non-Tax Revenue,343.29
Meghalaya,2014,SGST,0.0
Meghalaya,2014,SOTR,939.19
Meghalaya,2014,Sales/Trade Tax,726.2
Meghalaya,2014,Share in Union Taxes,1381.69
Meghalaya,2014,Stamps & Registration,9.9
Meghalaya,2014,State Excise,151.14
Meghalaya,2014,Total Revenue Receipts,6428.25
Meghalaya,2015,Capital: Internal Debt,834.7
Meghalaya,2015,Capital: Loan Recoveries,19.08
Meghalaya,2015,Capital: Loans from Centre,2.23
Meghalaya,2015,Capital: Misc Receipts,0.0
Meghalaya,2015,Capital: Public Debt Receipts,836.93
Meghalaya,2015,Grants in Aid,2481.25
Meghalaya,2015,Motor Vehicle Tax,42.01
Meghalaya,2015,Non-Debt Capital Receipts,19.08
Meghalaya,2015,Non-Tax Revenue,228.6
Meghalaya,2015,SGST,0.0
Meghalaya,2015,SOTR,1056.82
Meghalaya,2015,Sales/Trade Tax,811.79
Meghalaya,2015,Share in Union Taxes,3276.46
Meghalaya,2015,Stamps & Registration,12.74
Meghalaya,2015,State Excise,170.04
Meghalaya,2015,Total Revenue Receipts,7043.13
Meghalaya,2016,Capital: Internal Debt,1206.16
Meghalaya,2016,Capital: Loan Recoveries,18.81
Meghalaya,2016,Capital: Loans from Centre,4.27
Meghalaya,2016,Capital: Misc Receipts,0.0
Meghalaya,2016,Capital: Public Debt Receipts,1210.43
Meghalaya,2016,Grants in Aid,3156.65
Meghalaya,2016,Motor Vehicle Tax,48.22
Meghalaya,2016,Non-Debt Capital Receipts,18.81
Meghalaya,2016,Non-Tax Revenue,685.24
Meghalaya,2016,SGST,0.0
Meghalaya,2016,SOTR,1186.01
Meghalaya,2016,Sales/Trade Tax,931.06
Meghalaya,2016,Share in Union Taxes,3911.05
Meghalaya,2016,Stamps & Registration,17.19
Meghalaya,2016,State Excise,168.98
Meghalaya,2016,Total Revenue Receipts,8938.95
Meghalaya,2017,Capital: Internal Debt,1218.47
Meghalaya,2017,Capital: Loan Recoveries,17.45
Meghalaya,2017,Capital: Loans from Centre,6.67
Meghalaya,2017,Capital: Misc Receipts,0.0
Meghalaya,2017,Capital: Public Debt Receipts,1225.14
Meghalaya,2017,FC Grant: Health,0.0
Meghalaya,2017,FC Grant: Others,0.0
Meghalaya,2017,FC Grant: Revenue Deficit,404.0
Meghalaya,2017,FC Grant: Rural Local Bodies,0.0
Meghalaya,2017,FC Grant: SDMF,0.0
Meghalaya,2017,FC Grant: SDRF,24.3
Meghalaya,2017,FC Grant: Urban Local Bodies,71.66
Meghalaya,2017,Grants in Aid,3133.6099999999997
Meghalaya,2017,Motor Vehicle Tax,67.01
Meghalaya,2017,Non-Debt Capital Receipts,17.45
Meghalaya,2017,Non-Tax Revenue,366.63
Meghalaya,2017,SGST,376.0
Meghalaya,2017,SOTR,1450.1
Meghalaya,2017,Sales/Trade Tax,766.63
Meghalaya,2017,Share in Union Taxes,4323.14
Meghalaya,2017,Stamps & Registration,20.25
Meghalaya,2017,State Excise,199.3
Meghalaya,2017,Total Revenue Receipts,9273.48
Meghalaya,2018,Capital: Internal Debt,1302.28
Meghalaya,2018,Capital: Loan Recoveries,18.01
Meghalaya,2018,Capital: Loans from Centre,22.41
Meghalaya,2018,Capital: Misc Receipts,0.0
Meghalaya,2018,Capital: Public Debt Receipts,1324.69
Meghalaya,2018,FC Grant: Health,0.0
Meghalaya,2018,FC Grant: Others,0.0
Meghalaya,2018,FC Grant: Revenue Deficit,213.0
Meghalaya,2018,FC Grant: Rural Local Bodies,0.0
Meghalaya,2018,FC Grant: SDMF,0.0
Meghalaya,2018,FC Grant: SDRF,12.6
Meghalaya,2018,FC Grant: Urban Local Bodies,0.0
Meghalaya,2018,Grants in Aid,2608.61
Meghalaya,2018,Motor Vehicle Tax,86.95
Meghalaya,2018,Non-Debt Capital Receipts,18.01
Meghalaya,2018,Non-Tax Revenue,427.7
Meghalaya,2018,SGST,805.96
Meghalaya,2018,SOTR,1793.24
Meghalaya,2018,Sales/Trade Tax,627.5
Meghalaya,2018,Share in Union Taxes,4889.07
Meghalaya,2018,Stamps & Registration,26.19
Meghalaya,2018,State Excise,226.21
Meghalaya,2018,Total Revenue Receipts,9718.62
Meghalaya,2019,Capital: Internal Debt,1480.24
Meghalaya,2019,Capital: Loan Recoveries,31.32
Meghalaya,2019,Capital: Loans from Centre,15.78
Meghalaya,2019,Capital: Misc Receipts,0.0
Meghalaya,2019,Capital: Public Debt Receipts,1496.02
Meghalaya,2019,FC Grant: Health,0.0
Meghalaya,2019,FC Grant: Others,0.0
Meghalaya,2019,FC Grant: Revenue Deficit,0.0
Meghalaya,2019,FC Grant: Rural Local Bodies,0.0
Meghalaya,2019,FC Grant: SDMF,0.0
Meghalaya,2019,FC Grant: SDRF,38.7
Meghalaya,2019,FC Grant: Urban Local Bodies,25.23
Meghalaya,2019,Grants in Aid,2780.38
Meghalaya,2019,Motor Vehicle Tax,99.24
Meghalaya,2019,Non-Debt Capital Receipts,31.32
Meghalaya,2019,Non-Tax Revenue,530.11
Meghalaya,2019,SGST,909.78
Meghalaya,2019,SOTR,1891.25
Meghalaya,2019,Sales/Trade Tax,567.13
Meghalaya,2019,Share in Union Taxes,4211.78
Meghalaya,2019,Stamps & Registration,20.34
Meghalaya,2019,State Excise,276.27
Meghalaya,2019,Total Revenue Receipts,9413.52
Meghalaya,2020,Capital: Internal Debt,2096.53
Meghalaya,2020,Capital: Loan Recoveries,27.77
Meghalaya,2020,Capital: Loans from Centre,345.35
Meghalaya,2020,Capital: Misc Receipts,0.0
Meghalaya,2020,Capital: Public Debt Receipts,2441.88
Meghalaya,2020,FC Grant: Health,0.0
Meghalaya,2020,FC Grant: Others,0.0
Meghalaya,2020,FC Grant: Revenue Deficit,491.0
Meghalaya,2020,FC Grant: Rural Local Bodies,91.0
Meghalaya,2020,FC Grant: SDMF,0.0
Meghalaya,2020,FC Grant: SDRF,66.0
Meghalaya,2020,FC Grant: Urban Local Bodies,44.0
Meghalaya,2020,Grants in Aid,3535.88
Meghalaya,2020,Motor Vehicle Tax,78.62
Meghalaya,2020,Non-Debt Capital Receipts,27.77
Meghalaya,2020,Non-Tax Revenue,523.17
Meghalaya,2020,SGST,822.81
Meghalaya,2020,SOTR,2072.56
Meghalaya,2020,Sales/Trade Tax,725.09
Meghalaya,2020,Share in Union Taxes,4551.63
Meghalaya,2020,Stamps & Registration,31.56
Meghalaya,2020,State Excise,375.38
Meghalaya,2020,Total Revenue Receipts,10683.24
Meghalaya,2021,Capital: Internal Debt,3505.42
Meghalaya,2021,Capital: Loan Recoveries,24.41
Meghalaya,2021,Capital: Loans from Centre,514.53
Meghalaya,2021,Capital: Misc Receipts,0.0
Meghalaya,2021,Capital: Public Debt Receipts,4019.95
Meghalaya,2021,FC Grant: Health,0.0
Meghalaya,2021,FC Grant: Others,58.65
Meghalaya,2021,FC Grant: Revenue Deficit,1279.0
Meghalaya,2021,FC Grant: Rural Local Bodies,91.0
Meghalaya,2021,FC Grant: SDMF,13.2
Meghalaya,2021,FC Grant: SDRF,52.8
Meghalaya,2021,FC Grant: Urban Local Bodies,0.0
Meghalaya,2021,Grants in Aid,4868.55
Meghalaya,2021,Motor Vehicle Tax,99.42
Meghalaya,2021,Non-Debt Capital Receipts,24.41
Meghalaya,2021,Non-Tax Revenue,524.58
Meghalaya,2021,SGST,1117.94
Meghalaya,2021,SOTR,2300.38
Meghalaya,2021,Sales/Trade Tax,718.89
Meghalaya,2021,Share in Union Taxes,6580.63
Meghalaya,2021,Stamps & Registration,27.06
Meghalaya,2021,State Excise,308.0
Meghalaya,2021,Total Revenue Receipts,14274.14
Meghalaya,2022,Capital: Internal Debt,5116.03
Meghalaya,2022,Capital: Loan Recoveries,24.55
Meghalaya,2022,Capital: Loans from Centre,1104.65
Meghalaya,2022,Capital: Misc Receipts,0.0
Meghalaya,2022,Capital: Public Debt Receipts,6220.68
Meghalaya,2022,FC Grant: Health,0.0
Meghalaya,2022,FC Grant: Others,0.0
Meghalaya,2022,FC Grant: Revenue Deficit,1033.0
Meghalaya,2022,FC Grant: Rural Local Bodies,40.5
Meghalaya,2022,FC Grant: SDMF,0.0
Meghalaya,2022,FC Grant: SDRF,27.2
Meghalaya,2022,FC Grant: Urban Local Bodies,44.0
Meghalaya,2022,Grants in Aid,4426.45
Meghalaya,2022,Motor Vehicle Tax,131.51
Meghalaya,2022,Non-Debt Capital Receipts,24.55
Meghalaya,2022,Non-Tax Revenue,456.61
Meghalaya,2022,SGST,1477.03
Meghalaya,2022,SOTR,2650.67
Meghalaya,2022,Sales/Trade Tax,621.78
Meghalaya,2022,Share in Union Taxes,7286.14
Meghalaya,2022,Stamps & Registration,28.16
Meghalaya,2022,State Excise,365.16
Meghalaya,2022,Total Revenue Receipts,14819.87
Meghalaya,2023,Capital: Internal Debt,6153.17
Meghalaya,2023,Capital: Loan Recoveries,24.03
Meghalaya,2023,Capital: Loans from Centre,1361.17
Meghalaya,2023,Capital: Misc Receipts,0.0
Meghalaya,2023,Capital: Public Debt Receipts,7514.34
Meghalaya,2023,Electricity Duty,2.32
Meghalaya,2023,FC Grant: Health,0.0
Meghalaya,2023,FC Grant: Others,0.0
Meghalaya,2023,FC Grant: Revenue Deficit,715.0
Meghalaya,2023,FC Grant: Rural Local Bodies,0.0
Meghalaya,2023,FC Grant: SDMF,0.0
Meghalaya,2023,FC Grant: SDRF,27.2
Meghalaya,2023,FC Grant: Urban Local Bodies,33.0
Meghalaya,2023,Grants in Aid,5574.860000000001
Meghalaya,2023,Motor Vehicle Tax,144.56
Meghalaya,2023,Non-Debt Capital Receipts,24.03
Meghalaya,2023,Non-Tax Revenue,523.25
Meghalaya,2023,SGST,1723.06
Meghalaya,2023,SOTR,3216.53
Meghalaya,2023,Sales/Trade Tax,836.93
Meghalaya,2023,Share in Union Taxes,8663.22
Meghalaya,2023,Stamps & Registration,26.3
Meghalaya,2023,State Excise,458.2
Meghalaya,2023,Total Revenue Receipts,17977.86
Mizoram,2013,Capital: Internal Debt,1123.05
Mizoram,2013,Capital: Loan Recoveries,33.11
Mizoram,2013,Capital: Loans from Centre,-167.82
Mizoram,2013,Capital: Misc Receipts,0.0
Mizoram,2013,Capital: Public Debt Receipts,955.23
Mizoram,2013,Grants in Aid,3482.73
Mizoram,2013,Non-Debt Capital Receipts,33.11
Mizoram,2013,Non-Tax Revenue,194.26000000000002
Mizoram,2013,SOTR,229.78
Mizoram,2013,Share in Union Taxes,858.08
Mizoram,2013,Total Revenue Receipts,4764.85
Mizoram,2014,Capital: Internal Debt,1378.19
Mizoram,2014,Capital: Loan Recoveries,31.63
Mizoram,2014,Capital: Loans from Centre,4.89
Mizoram,2014,Capital: Misc Receipts,0.0
Mizoram,2014,Capital: Public Debt Receipts,1383.08
Mizoram,2014,Grants in Aid,4091.95
Mizoram,2014,Motor Vehicle Tax,17.03
Mizoram,2014,Non-Debt Capital Receipts,31.63
Mizoram,2014,Non-Tax Revenue,241.96
Mizoram,2014,SGST,0.0
Mizoram,2014,SOTR,266.52
Mizoram,2014,Sales/Trade Tax,211.95
Mizoram,2014,Share in Union Taxes,910.67
Mizoram,2014,Stamps & Registration,3.72
Mizoram,2014,State Excise,4.91
Mizoram,2014,Total Revenue Receipts,5511.1
Mizoram,2015,Capital: Internal Debt,559.27
Mizoram,2015,Capital: Loan Recoveries,25.84
Mizoram,2015,Capital: Loans from Centre,3.8
Mizoram,2015,Capital: Misc Receipts,0.0
Mizoram,2015,Capital: Public Debt Receipts,563.07
Mizoram,2015,Grants in Aid,3672.25
Mizoram,2015,Motor Vehicle Tax,19.44
Mizoram,2015,Non-Debt Capital Receipts,25.84
Mizoram,2015,Non-Tax Revenue,297.63
Mizoram,2015,SGST,0.0
Mizoram,2015,SOTR,358.41
Mizoram,2015,Sales/Trade Tax,247.04
Mizoram,2015,Share in Union Taxes,2348.11
Mizoram,2015,Stamps & Registration,3.57
Mizoram,2015,State Excise,60.6
Mizoram,2015,Total Revenue Receipts,6676.4
Mizoram,2016,Capital: Internal Debt,748.68
Mizoram,2016,Capital: Loan Recoveries,22.45
Mizoram,2016,Capital: Loans from Centre,6.84
Mizoram,2016,Capital: Misc Receipts,0.0
Mizoram,2016,Capital: Public Debt Receipts,755.52
Mizoram,2016,Grants in Aid,3790.64
Mizoram,2016,Motor Vehicle Tax,25.75
Mizoram,2016,Non-Debt Capital Receipts,22.45
Mizoram,2016,Non-Tax Revenue,365.22
Mizoram,2016,SGST,0.0
Mizoram,2016,SOTR,441.81
Mizoram,2016,Sales/Trade Tax,307.81
Mizoram,2016,Share in Union Taxes,2800.63
Mizoram,2016,Stamps & Registration,3.26
Mizoram,2016,State Excise,72.26
Mizoram,2016,Total Revenue Receipts,7398.3
Mizoram,2017,Capital: Internal Debt,886.27
Mizoram,2017,Capital: Loan Recoveries,21.64
Mizoram,2017,Capital: Loans from Centre,7.87
Mizoram,2017,Capital: Misc Receipts,0.0
Mizoram,2017,Capital: Public Debt Receipts,894.14
Mizoram,2017,FC Grant: Health,0.0
Mizoram,2017,FC Grant: Others,0.0
Mizoram,2017,FC Grant: Revenue Deficit,2446.0
Mizoram,2017,FC Grant: Rural Local Bodies,53.95
Mizoram,2017,FC Grant: SDMF,0.0
Mizoram,2017,FC Grant: SDRF,17.1
Mizoram,2017,FC Grant: Urban Local Bodies,18.46
Mizoram,2017,Grants in Aid,4546.59
Mizoram,2017,Motor Vehicle Tax,31.58
Mizoram,2017,Non-Debt Capital Receipts,21.64
Mizoram,2017,Non-Tax Revenue,390.65
Mizoram,2017,SGST,169.76
Mizoram,2017,SOTR,545.91
Mizoram,2017,Sales/Trade Tax,242.85
Mizoram,2017,Share in Union Taxes,3097.05
Mizoram,2017,Stamps & Registration,3.2
Mizoram,2017,State Excise,65.83
